1	5	9	9	9	9	10	10	10	10	9	10	10	9	10	10	10	10	10	10	9	10	10	10	10	10	10	10	9	9	10	10	10	10	10	9	10	10	9	10	10	10	9	9	10	9	10	9	10	9	9	10	9	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	9	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	9	9	10	9	10	10	9	9	10	10	9	10	10	10	10	10	10	8	10	10	10	10	9	9	8	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	9	10	10	10	10	10	9	9	9	10
2	5	9	8	8	10	10	10	10	8	8	10	9	10	10	9	9	9	10	10	10	10	8	10	10	8	10	10	9	10	9	10	8	9	9	9	10	10	10	10	8	9	10	9	9	9	10	10	9	9	10	8	10	10	10	10	9	10	9	10	9	10	9	10	9	10	10	10	9	10	10	10	10	10	10	9	10	10	9	9	10	10	10	9	9	10	10	9	9	9	10	10	10	10	10	9	9	9	10	9	9	10	9	10	10	7	10	9	10	9	9	9	10	9	10	10	8	10	9	10	9	10	9	10	9	10	9	10	10	10	9	10	10	10	10	10	10	8	10	10
2	6	9	10	9	10	9	9	9	10	10	8	10	10	9	10	9	10	10	10	9	9	10	9	10	9	10	8	9	9	8	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	8	10	10	8	10	10	9	10	10	9	8	9	10	9	10	9	10	9	9	7	9	10	9	9	10	10	10	10	10	8	9	9	8	10	10	10	10	10	9	10	10	10	10	9	9	10	10	9	10	10	10	10	10	10	10	9	10	10	9	10	10	9	10	10	10	10	10	10	9	10	10	10	10	10	10	10	9	10	9	10	10	9	10	10	10	9	10	10	9	10	10	9
2	7	9	9	10	9	10	10	8	10	10	10	10	10	10	9	10	10	9	10	9	10	10	10	8	8	10	10	8	10	7	10	10	10	8	10	10	9	10	10	9	10	9	10	10	10	10	10	8	10	9	8	9	10	10	10	10	10	10	9	9	10	10	10	10	10	10	9	10	9	10	8	10	10	10	10	10	9	9	10	10	10	10	10	9	9	9	10	9	10	10	10	9	10	9	10	10	9	9	9	9	9	10	10	10	10	9	9	9	9	10	10	10	8	10	10	9	10	9	10	10	9	10	10	10	9	10	10	10	9	10	10	10	10	9	8	10	10	10	9
2	4	10	9	10	9	10	10	9	10	10	10	9	10	10	8	7	9	10	9	10	10	9	10	10	10	10	10	9	9	9	9	9	8	8	8	9	9	10	8	10	9	9	10	10	10	10	10	10	9	10	10	9	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	10	10	9	10	8	10	10	8	8	10	10	9	10	8	9	10	9	10	10	10	10	9	9	10	10	10	10	8	10	9	7	9	10	9	10	9	10	10	10	9	10	10	10	9	8	9	10	10	10	10	10	9	9	10	10	9	10	10	9	10	10	8	9	10	8	10	10	10	10	10	10
2	2	5	9	10	9	9	10	10	9	8	9	10	9	10	9	10	10	8	10	10	9	9	10	10	10	10	9	10	9	9	10	10	9	9	10	10	9	10	9	10	10	10	9	8	10	10	10	10	10	10	10	10	10	10	9	10	10	10	9	9	10	8	9	10	10	10	9	10	10	8	10	10	10	10	9	9	10	9	9	10	10	10	9	10	8	10	9	10	10	10	10	10	10	10	9	9	10	10	9	10	9	9	10	10	10	9	9	10	10	8	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	7	10	10	10	10	9	10	10	10	10	9	10	9	9
2	5	7	9	7	9	10	10	9	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	8	10	10	10	10	10	9	9	9	9	10	10	10	7	10	10	10	9	10	8	9	10	10	9	8	10	9	9	10	9	9	9	10	10	9	10	9	8	10	10	9	9	10	9	10	9	10	10	8	9	9	8	10	10	10	9	10	10	10	10	10	10	9	10	9	10	10	10	10	10	8	10	10	9	10	10	10	9	9	9	10	10	10	10	9	10	9	10	10	10	10	10	10	10	9	10	10	10	10	9	10	9	10	10	10	9	10	10	10	10	10	10	10	9	9
2	6	10	7	8	8	10	7	10	10	8	10	10	9	10	9	10	9	9	10	9	10	10	9	10	9	9	10	9	10	9	10	8	10	9	9	10	10	10	10	10	10	10	10	8	10	9	10	10	9	9	9	10	10	9	10	10	10	9	10	10	9	10	10	10	10	9	9	10	9	9	10	10	8	10	10	9	10	9	10	9	9	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	9	10	10	9	9	10	10	10	9	10	10	10	10	9	9	10	10	10	10	9	10	10	8	10	10	10	10	8	10	10	10	10	10	9	10	10	10
1	4	9	9	9	10	10	9	9	10	9	10	9	10	10	10	10	9	10	10	10	10	10	10	8	10	10	10	9	10	10	10	8	10	10	10	8	9	10	10	9	9	10	10	10	10	10	9	9	10	10	10	9	10	10	9	9	10	9	9	10	10	10	10	10	10	10	10	10	9	9	9	9	9	10	10	10	9	10	10	10	10	10	9	9	10	10	10	10	9	9	10	10	10	9	10	10	9	10	10	10	9	10	9	10	10	9	10	10	9	8	10	9	10	10	10	10	10	10	10	9	10	9	8	10	10	10	9	10	10	10	10	9	9	9	8	9	9	10	10
2	5	9	7	7	10	10	10	10	10	9	8	9	8	8	10	10	9	10	10	10	10	9	10	10	9	10	9	10	10	10	10	9	10	10	10	10	9	9	8	10	10	10	10	10	9	10	10	10	10	10	10	10	9	9	9	10	9	10	9	10	10	9	9	10	9	10	10	10	10	10	10	10	10	10	8	10	10	9	10	9	10	8	10	9	10	9	9	9	10	10	10	10	10	8	9	10	10	9	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	8	10	10	9	9	10	10	10	8	9	9	9	10	10	10	10	10	10	10	9	10	10
1	7	9	9	10	10	7	8	8	10	9	7	9	10	10	10	10	9	9	10	10	10	10	10	9	10	9	10	10	10	9	10	10	7	9	8	10	10	10	9	10	10	9	10	9	9	10	10	10	10	10	10	10	9	10	10	10	10	8	10	8	9	9	10	10	9	10	10	9	10	9	9	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	8	9	10	10	10	10	10	8	10	10	10	10	10	9	10	10	8	9	10	8	9	10	10	10	10	10	10	9	10	9	9	8	10	10	8	10	10	10	10	10	10	10	10	9	10	10	10	9	9	9	10	10	10
2	7	9	9	8	7	9	9	9	9	10	8	10	9	10	9	8	10	10	10	10	9	10	9	10	10	9	9	9	10	9	9	10	8	10	10	10	9	8	9	10	10	9	8	10	10	10	10	9	9	10	9	9	10	10	10	9	10	10	10	9	9	9	10	9	8	10	10	10	9	10	9	10	9	9	10	10	10	10	9	10	10	9	9	10	9	10	9	10	9	10	9	10	10	10	9	10	10	9	9	10	10	10	10	10	10	9	10	9	9	7	10	10	10	10	10	10	10	9	10	9	9	10	9	10	9	9	8	10	10	10	9	10	10	10	10	10	9	10	10
1	7	9	7	10	9	10	10	10	10	9	10	10	10	10	7	10	10	10	9	10	10	10	10	10	9	9	9	8	9	9	10	9	10	10	10	10	9	10	10	10	9	9	9	10	9	9	10	10	10	9	9	8	10	9	10	8	10	10	9	10	8	9	10	10	10	9	10	9	10	10	10	9	10	10	10	10	9	10	9	10	9	10	9	10	9	10	10	10	9	10	9	10	10	10	10	10	10	8	10	10	10	10	9	9	9	10	9	10	8	9	9	10	10	9	10	10	9	10	10	10	9	10	10	8	10	10	10	9	10	9	10	10	10	10	10	10	10	10	10
1	8	8	10	10	8	10	10	10	9	8	10	10	10	9	9	10	9	10	9	10	10	9	10	10	10	8	10	10	10	9	9	10	10	9	9	10	10	10	10	10	10	9	9	9	10	10	10	10	10	9	10	9	10	10	10	10	10	10	10	10	9	10	9	9	9	10	10	10	10	10	10	10	10	10	10	10	10	9	10	9	10	9	10	10	10	9	10	9	10	10	9	10	10	9	9	9	10	10	9	10	8	9	10	10	10	10	10	9	10	10	10	10	10	10	10	9	9	10	10	10	10	10	9	10	9	10	9	10	10	10	10	10	9	10	10	10	10	10	9
2	8	9	8	10	8	10	8	7	10	10	9	10	10	9	10	10	9	10	10	10	10	9	10	10	10	9	10	9	10	10	10	10	8	8	9	9	10	9	10	8	10	10	8	10	10	9	10	10	10	10	10	10	9	10	10	9	7	10	10	9	10	9	10	9	10	10	10	10	9	9	10	10	10	10	10	10	10	9	9	10	10	10	9	9	9	9	10	9	10	10	8	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	9	9	10	10	10	10	10	9	9	10	10	10	9	10	9	10	10	9	9	10	10	10	8	10	10	10	10	10	9	10	10	10
0	6	7	9	10	8	10	9	10	10	9	9	10	10	9	9	10	10	10	10	9	10	8	10	10	10	7	10	10	10	9	10	10	10	10	8	8	10	9	10	10	10	10	9	9	10	9	10	10	9	8	10	9	10	10	9	10	9	10	8	9	9	9	9	10	10	10	10	9	10	10	8	10	10	10	10	9	10	9	9	10	10	9	8	9	9	9	10	9	10	9	10	9	9	9	10	10	9	9	9	9	9	10	10	8	10	9	10	10	10	9	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	8	9	10	9	10	10	9	9	10	10	10	10	10
2	6	7	8	9	10	9	10	10	8	9	10	9	9	9	10	10	8	10	10	10	9	10	9	10	9	9	10	10	8	10	9	10	10	10	9	10	8	10	9	9	10	9	10	10	10	10	10	10	10	9	9	10	9	10	10	9	10	10	8	9	10	9	9	10	9	10	10	10	9	10	9	9	9	10	10	10	10	10	10	8	10	10	9	10	10	9	10	10	10	10	9	10	10	9	8	10	9	10	10	9	9	9	8	10	10	10	10	9	10	9	9	10	9	9	9	9	8	9	10	10	9	10	10	10	10	10	10	9	10	9	9	9	9	10	10	9	10	9	10
3	5	7	9	10	10	9	8	10	10	9	10	8	9	10	10	10	10	9	10	10	10	10	10	9	10	10	9	10	10	10	10	9	10	9	10	10	10	10	10	10	10	10	10	10	10	9	9	9	10	10	10	10	10	10	10	10	9	10	10	10	8	10	10	9	10	9	10	9	9	10	8	9	10	10	10	10	9	9	10	10	10	9	10	10	10	9	9	10	10	9	10	10	10	9	10	9	10	10	10	10	10	9	10	9	10	10	10	10	9	10	10	10	9	9	10	10	10	9	10	9	9	9	9	9	10	10	9	10	10	10	9	10	10	8	9	9	10	10	10
3	9	6	10	9	9	6	10	8	9	9	10	10	9	9	10	10	10	9	10	10	10	10	8	10	10	10	9	10	10	10	9	10	9	10	10	10	10	10	9	10	10	9	10	9	10	9	9	10	9	10	10	10	10	10	10	10	9	10	10	9	10	9	9	10	9	10	9	10	9	10	10	9	8	10	9	10	10	9	10	9	9	9	10	9	9	9	10	10	10	10	10	10	10	10	10	10	9	8	10	9	10	10	9	10	10	10	9	10	9	9	9	10	9	10	8	10	10	10	10	9	10	10	9	9	9	10	10	10	8	9	8	10	10	10	10	9	10	10	9
2	2	10	8	8	10	8	10	10	8	10	10	9	9	10	10	9	9	10	10	10	10	8	10	10	10	9	10	8	10	9	10	9	10	9	10	9	9	10	9	9	9	9	9	10	10	10	10	10	9	10	10	10	10	9	9	10	9	10	10	9	10	9	10	10	9	9	8	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	8	10	9	10	10	10	10	9	9	10	10	10	9	9	9	8	10	9	10	9	10	10	10	10	9	9	10	10	8	10	10	9	10	10	10	10	10	10	10	9	10	9	10	9	10	10	9	10	9	10	10	10	9	10	9
2	6	9	8	9	10	9	10	10	10	10	8	10	9	10	10	10	10	10	10	10	9	9	10	10	9	9	10	10	10	10	10	10	10	10	9	10	9	10	10	9	10	10	10	10	10	10	10	10	10	9	10	10	8	9	10	10	10	10	9	10	10	9	9	10	10	10	10	10	10	10	10	8	9	10	10	10	10	10	10	9	8	10	9	10	10	9	10	10	8	10	10	10	10	9	9	10	9	10	9	10	9	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	9	10	10	10	10	10	9	9	10	10	10	10	10	10	10	8	10	10	10	10
1	3	10	8	10	9	10	10	10	9	9	9	9	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	9	9	10	9	10	10	10	9	10	9	9	9	10	9	10	9	10	9	9	10	10	9	10	9	10	10	10	9	10	9	10	10	10	8	10	10	10	10	10	9	10	10	10	8	10	10	10	10	9	10	10	10	9	10	10	10	9	9	10	9	9	10	10	9	9	10	10	9	10	9	9	10	10	10	10	9	10	10	10	9	10	9	10	10	8	9	10	9	10	10	9	10	9	8	10	10	10	10	10	9	9	10	10	10	10	10	9	10	9	10	10	9
1	8	5	9	9	10	10	8	9	10	9	9	10	9	10	10	8	10	10	9	9	10	9	8	10	9	9	9	10	10	10	9	9	9	9	10	10	10	9	10	9	10	7	9	10	10	10	10	10	9	9	10	10	9	9	8	9	9	10	10	10	9	10	8	9	10	10	9	10	8	9	10	8	9	10	10	10	10	10	7	10	9	10	10	10	10	10	10	10	10	10	10	10	9	10	10	9	10	8	9	10	10	9	10	10	9	9	10	10	10	9	10	9	10	9	10	8	10	9	9	9	10	10	9	10	10	10	9	9	10	10	9	9	10	8	9	10	10	10	10
2	4	10	10	10	10	8	10	10	10	9	9	10	10	10	10	10	10	10	10	8	10	9	10	10	10	9	8	10	10	8	10	10	10	10	10	10	10	10	9	10	10	9	10	10	8	10	9	9	10	10	10	9	10	10	9	10	9	8	10	10	10	8	9	9	10	10	10	10	10	10	9	9	10	9	9	10	10	10	10	10	10	10	10	9	10	9	9	10	10	10	10	10	9	9	9	10	10	9	10	10	10	10	9	10	9	8	10	10	9	9	10	10	10	10	9	10	9	10	10	10	9	10	10	9	10	8	10	9	10	9	10	10	9	10	8	10	10	8	10
3	7	8	8	8	10	9	10	10	9	10	10	10	10	10	10	9	10	9	10	9	10	10	10	10	9	10	10	10	10	10	9	8	9	10	9	10	10	8	10	10	10	9	9	9	10	10	9	9	10	10	10	9	10	10	10	10	9	9	9	7	10	9	9	10	10	10	10	10	9	10	9	10	9	10	10	10	10	9	10	10	10	10	10	10	10	9	8	10	10	10	10	10	8	9	9	10	10	10	9	10	8	10	10	8	10	9	10	8	10	10	9	9	9	10	9	10	10	10	10	9	10	10	9	9	9	10	10	10	9	9	8	10	10	10	9	10	10	9	9
2	8	7	7	9	10	9	10	10	9	10	9	10	10	10	10	9	9	10	10	10	10	10	9	9	10	8	9	9	10	9	10	9	10	9	10	10	10	8	10	10	9	9	10	10	9	9	10	7	9	10	10	10	10	9	10	10	10	10	10	10	9	10	10	10	10	10	9	8	10	10	10	10	10	9	8	10	8	10	10	10	9	9	10	8	10	10	10	9	10	9	10	10	8	9	9	9	10	8	9	9	9	10	10	10	9	10	10	9	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	9	10	9	10	7	10	9	9	8	10	10	9	9	10	8	9
3	4	9	8	10	10	10	10	10	9	10	10	10	10	9	10	10	10	10	10	9	9	10	9	9	10	10	9	9	10	10	10	8	9	10	10	8	10	10	10	9	10	10	10	10	10	9	10	9	9	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	7	9	9	9	10	10	9	10	10	10	9	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	8	10	10	10	10	10	9	9	10	9	10	10	10	9	10	10	9	10	10	9	10	10	10	10	9	10	9	10	10	8	10	9	10	10
2	5	9	9	9	9	9	7	10	10	10	10	10	10	10	10	10	9	9	10	8	10	9	9	9	10	9	9	10	10	10	9	10	10	8	9	10	10	10	9	9	10	8	10	10	9	10	10	10	9	9	9	9	9	10	10	10	9	10	10	10	8	10	8	10	9	8	9	10	10	9	10	10	10	9	10	9	10	10	9	9	10	10	10	9	10	10	8	10	10	10	10	10	10	10	9	10	9	10	10	10	10	9	9	9	10	9	10	10	10	9	9	10	9	10	10	9	9	10	8	10	10	10	10	9	8	10	10	9	10	10	10	9	10	10	10	10	10	8	8
2	7	9	9	9	10	8	10	10	9	10	9	10	10	10	10	9	9	9	9	10	10	10	8	10	10	10	9	10	10	9	9	10	10	9	10	10	10	10	9	10	10	9	10	9	10	10	10	10	10	10	8	10	10	10	9	9	10	8	10	10	9	10	10	10	10	10	9	9	10	10	9	10	8	10	10	10	9	10	10	9	10	9	10	10	10	9	9	8	10	10	10	10	10	9	9	9	10	10	10	10	9	10	10	10	9	10	9	10	9	10	10	10	10	9	10	10	10	10	10	9	9	10	10	10	10	10	9	9	10	10	10	9	10	10	10	9	10	9	8
2	5	8	8	9	10	9	9	10	9	10	9	10	9	10	10	9	10	9	9	9	10	10	10	10	10	10	10	10	10	10	10	10	8	10	10	10	9	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	9	10	9	10	9	9	10	10	10	10	9	10	9	9	9	10	8	10	9	10	10	10	10	10	10	9	9	10	9	10	8	10	9	9	9	10	10	8	9	10	9	10	9	9	10	9	10	10	10	9	9	10	10	10	10	9	9	10	9	9	10	9	10	9	10	9	9	8	10	9	10	9	10	8	9	9	9	10	10	8	10	10	9	10
2	9	10	9	9	9	8	10	10	10	10	7	10	10	10	10	10	9	10	9	9	9	10	10	10	9	10	10	9	9	10	8	9	10	10	10	10	9	10	9	8	8	10	10	9	10	10	10	10	10	9	9	10	9	10	9	10	10	8	10	9	9	10	9	10	10	9	10	9	10	10	9	9	10	10	9	10	8	10	9	10	10	10	10	10	9	10	10	10	10	8	10	10	10	10	8	10	10	10	9	9	9	10	10	10	10	9	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	9	10	9	9	10	10	10	10	10	10	10	10	9	9	10	9	10	10
1	8	9	9	8	9	9	9	9	10	8	10	10	10	10	9	10	10	10	10	9	10	10	10	9	10	9	10	10	10	9	10	9	9	9	9	10	10	10	9	10	10	9	9	10	10	8	10	10	10	10	9	9	9	10	10	10	10	10	9	9	10	10	10	10	9	9	9	10	9	9	9	9	10	10	10	10	8	10	10	10	9	10	9	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	8	10	10	10	9	10	10	10	10	10	10	10	9	9	10	10	10	10	9	9	10	10	9	9	10	10	10	10	7	10	9	10	10	8	10	9	9	9	10	9	9
2	5	10	8	9	8	10	10	10	9	10	10	9	10	8	10	9	9	9	10	10	10	10	10	9	10	9	10	10	10	10	9	8	9	10	9	10	10	10	9	10	9	9	8	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	9	10	10	9	10	10	10	10	10	9	10	9	9	8	8	10	10	10	10	10	10	10	10	10	10	8	10	10	10	10	8	10	10	10	10	10	10	9	10	9	9	9	10	9	10	8	9	10	9	10	10	10	10	10	10	9	10	10	9	9	10	10	10	10	9	10	10	10	10	10	10	10	9	9
2	5	10	8	8	9	7	7	10	9	10	10	9	9	10	9	10	8	10	9	10	10	9	10	8	10	9	10	9	9	10	7	10	10	9	10	9	10	9	9	10	9	10	9	10	10	10	10	10	10	8	9	9	9	10	9	10	9	9	9	10	10	10	10	10	9	10	9	9	10	10	10	10	8	9	9	10	10	8	10	10	10	8	9	9	10	9	10	10	9	10	10	10	9	10	10	10	9	10	10	9	10	8	9	10	10	9	10	10	10	10	9	10	9	10	10	10	9	9	10	9	10	9	10	10	9	9	10	10	9	10	9	10	10	8	10	9	10	9	10
3	6	7	8	8	10	9	10	9	9	9	9	8	10	10	9	10	9	10	10	10	10	10	9	10	10	10	10	9	10	9	10	10	8	10	9	9	9	10	10	9	10	9	10	10	8	10	10	10	10	9	7	9	10	9	10	10	9	9	10	10	10	10	10	10	9	9	10	10	8	10	10	10	9	10	10	10	8	10	9	10	10	10	10	10	9	10	10	10	10	10	9	10	10	10	10	10	9	9	9	9	8	10	10	10	10	8	10	8	10	10	9	10	9	10	9	9	10	10	9	8	10	9	10	9	10	10	9	10	10	10	9	10	9	9	9	9	9	8	8
3	6	10	10	10	10	9	7	9	10	10	9	10	9	9	10	10	9	9	10	9	9	9	10	10	10	10	10	9	10	10	7	10	10	10	10	9	10	9	10	10	10	10	10	10	10	10	10	9	10	10	9	9	10	8	9	10	10	10	9	10	9	9	10	10	10	9	9	9	10	9	10	10	10	8	10	10	10	10	10	10	10	10	10	9	10	10	9	10	10	10	8	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	9	10	8	10	9	10	9	10	10	9	9	10	9	10	10	10	9	10	10	9	8	8	10	10	10	10	10	10	9	10	9	10	9
2	6	10	9	9	8	9	10	10	10	9	10	10	10	9	9	10	7	10	10	10	9	10	8	10	8	9	9	10	9	9	9	10	8	10	10	9	10	10	8	9	9	10	10	9	10	10	10	10	10	10	9	10	9	10	9	10	9	10	10	10	10	10	10	9	9	10	9	8	10	9	9	10	9	9	10	9	9	10	10	10	9	10	10	10	10	10	10	9	8	10	10	10	10	9	10	10	10	10	9	10	10	9	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	7	10	10	9	10	10	10	10	10	10	10	10	9	9	9	10	10	10	9	9	10	10
2	7	6	10	9	8	10	9	10	10	9	10	10	10	10	10	10	10	9	10	9	8	9	10	10	10	9	9	10	8	10	10	10	10	10	10	9	10	10	8	9	10	9	10	10	9	10	10	10	10	10	10	9	10	9	9	9	10	10	10	9	10	10	10	10	10	10	9	10	10	8	8	10	10	9	9	10	10	9	10	9	10	8	9	9	10	9	10	10	10	8	10	9	9	10	9	9	10	10	10	10	10	10	10	9	9	10	9	10	10	9	10	8	9	10	9	9	10	10	9	10	10	10	10	10	10	9	10	9	10	10	10	10	9	10	10	9	10	9	9
1	6	9	9	8	8	10	10	8	9	10	10	10	9	9	10	9	8	8	10	9	10	9	9	9	10	10	9	10	9	8	10	10	10	8	10	10	10	10	10	10	10	10	9	10	10	10	10	9	10	9	10	10	9	9	9	10	10	10	9	10	10	9	10	9	9	10	8	10	10	10	10	10	10	7	9	9	10	10	10	10	9	8	9	10	10	9	9	10	10	9	10	8	10	9	10	10	9	9	10	9	10	10	10	9	9	10	8	10	8	9	10	10	9	10	8	10	9	10	10	9	10	10	9	9	10	10	10	10	10	10	9	10	9	10	9	10	10	9	10
2	4	4	8	10	10	10	10	10	10	9	9	10	10	10	10	9	8	10	9	9	10	10	9	10	9	10	10	10	9	9	9	10	10	9	9	9	10	10	9	10	9	9	9	9	10	9	9	10	10	8	10	7	9	9	10	10	9	9	10	9	8	10	10	10	10	10	9	10	10	9	10	10	10	9	10	9	7	10	10	10	10	10	8	9	9	10	10	10	10	9	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	8	10	9	9	9	10	9	10	10	8	9	10	9	10	10	9	9	10	10	10	10	9	9	10	10	10	10	10	10	9	8	9	10	10
